group_id,classification,risk,id,hos,system_id,thing_id,thing_token_present,has_real_data,last_seen,decision,confidence,reason
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S04,HxqFoabN_Off1zb_jHZmSSZEy_waWoQEJ9KSOeyXFzE,True,True,2026-06-14T08:45:19.000Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S05,GkNv-eqtzBCeoUUVIGUEhjmDFOZkAA8g2U5MTkpI4OI,True,True,2026-06-14T08:48:59.151Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S08,8UrJXULhdS1lEJBVWiygwML09DlkN0D5wC3QxiU-70E,True,True,2026-06-08T12:32:41.041Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S19,FUc4wPJ1LGvMtHEurQAwmy34KU3fGJAYNcrx_i28bIc,True,False,,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S20,_hFS8aJzm2H4HMBxTDO6ZGUMvrcxRliLagxeAqnIDnA,True,False,,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S21,rYmgj3Mo4yrZKr5rjB1Mv7UOgdj0Clle17T8M_aZjSQ,True,True,2026-06-10T12:14:07.992Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
HOS125,SYNC_CONFLICT,CRITICAL,HOS125,HOS125,S21,8CteMRvWB6hEMJwCc6vJqrxHyarTuF5tnZ2v8FE-Y1o,True,True,2026-06-13T12:14:06.042Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 5d si disponible)
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,gU6QtsH-W3RIwAWn-5xfKhGBfkwA9JBmVX14GPPjJ1I,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,uUkVyKf__21jKoPlkvfN9rIm8SbPMHFy_l7_4lBQojU,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,RymKKw5lFTB21OZ69rA5gVJgEsEb-Ub6k7Vyui5sP24,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,iThkjcej5ejN-mlaT1Lz71L0tLXvkzokSfpDkVFyw2Q,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,J2myS3z26Rrk1ubm439sAH8HtlVF6fO198tl_92XiuY,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,f7xWoXcDYvJXcOjNvic5IZFkdMoDN6QJmcMEODuW8-Y,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
Esc. Patufet Sant Jordi-HOS056,SYNC_CONFLICT,CRITICAL,Esc. Patufet Sant Jordi-HOS056,HOS056,S05,vpSOVLMYSkfmQx7Iu0sY01rPq01_ASCJAXwbjJhG2fk,True,False,,MANUAL_REVIEW,LOW,ninguno tiene datos y puntuacion identica
I17BE085778O,SYNC_CONFLICT,CRITICAL,I17BE085778O,,S06,bvDyRLP6B4Ena6VIHWZx6DLinEAJ4BNTh3REKYlt3bA,True,True,2026-06-19T06:16:02.000Z,KEEP,HIGH,unico sensor con datos reales
I17BE085778O,SYNC_CONFLICT,CRITICAL,I17BE085778O,,S06,7TnMajRCyaJhcGkzO9DWsi7zp004Z7NThr1Dahbf3VM,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I17BE085778O,SYNC_CONFLICT,CRITICAL,I17BE085778O,,S06,y3SUvmcY87NtRsooY_rXxoXvd3_vfLrskGANoOlnJB0,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I17BE085778O,SYNC_CONFLICT,CRITICAL,I17BE085778O,,S06,YlItyWsROEa_UW-xU4lmeRf3n2OqShUB0BeDApzG3II,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I17BE085778O,SYNC_CONFLICT,CRITICAL,I17BE085778O,,S06,5yoe5uUPfAeQP6RGoOzErp7U8eUgUYf_B3wgJhBuxEg,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I17BE085778O,SYNC_CONFLICT,CRITICAL,I17BE085778O,,S06,OSBz9gHsfpCZFsNN-nOtWp77KdnIUbSWDghPllsEZkw,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
H23VA083135U,SYNC_CONFLICT,CRITICAL,H23VA083135U,,S06,c6cRV_3BOt29TcJplk7B0yUWZ3mPnaDc1xAs4vnrWAQ,True,True,2026-06-20T15:58:55.000Z,KEEP,HIGH,unico sensor con datos reales
H23VA083135U,SYNC_CONFLICT,CRITICAL,H23VA083135U,,S06,Uo7BXvGh-uS0_toA8JkS8RjMPFUVhOPdK6BVcYP2LYg,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
H23VA083135U,SYNC_CONFLICT,CRITICAL,H23VA083135U,,S06,i1DiJjhlw8xBUUdeDKr_QDKwqf9abmYOwsTxQrxbSXA,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
H23VA083135U,SYNC_CONFLICT,CRITICAL,H23VA083135U,,S06,lyEkpPhU7grfnxCVNVTIA0LFb2h6gHrNWT4DgNeH3OQ,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
H23VA083135U,SYNC_CONFLICT,CRITICAL,H23VA083135U,,S06,_1AKrmXDbKj2-d4d-77mC-tB93x969qO8XB43qyz88g,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS041,SYNC_CONFLICT,CRITICAL,HOS041,HOS041,S08,TlRJtyhgPzypbmzl9JjCqRBxIiIGIaNDrTzFJp64iFk,True,True,2026-06-08T12:31:32.321Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 12d si disponible)
HOS041,SYNC_CONFLICT,CRITICAL,HOS041,HOS041,S21,OAEm-hYWRV1MhIpV5mFYMb1O-22RIuob_DNoauOA4Uk,True,True,2026-06-21T07:30:34.434Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 12d si disponible)
HOS041,SYNC_CONFLICT,CRITICAL,HOS041,HOS041,S21,cCrXmxE29M0zkTKmTKgx6bfmxseK9EZxd1JIAHaQ3ZQ,True,True,2026-06-11T07:30:45.307Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 12d si disponible)
HOS041,SYNC_CONFLICT,CRITICAL,HOS041,HOS041,S21,Lv5on0rGTo6xAcBoarsFxi2BH1_bfo5kuP35R0ikFoY,True,False,,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 12d si disponible)
HOS041,SYNC_CONFLICT,CRITICAL,HOS041,HOS041,S21,_dH2w7KP5ovEx5y9z9r28835iqaysVyoRHrRKW6nUZU,True,False,,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 12d si disponible)
HOS041|S21,DUPLICATE_ACTIVE,CRITICAL,HOS041,HOS041,S21,OAEm-hYWRV1MhIpV5mFYMb1O-22RIuob_DNoauOA4Uk,True,True,2026-06-21T07:30:34.434Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS041|S21,DUPLICATE_ACTIVE,CRITICAL,HOS041,HOS041,S21,cCrXmxE29M0zkTKmTKgx6bfmxseK9EZxd1JIAHaQ3ZQ,True,True,2026-06-11T07:30:45.307Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS041|S21,DUPLICATE_ACTIVE,CRITICAL,HOS041,HOS041,S21,Lv5on0rGTo6xAcBoarsFxi2BH1_bfo5kuP35R0ikFoY,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS041|S21,DUPLICATE_ACTIVE,CRITICAL,HOS041,HOS041,S21,_dH2w7KP5ovEx5y9z9r28835iqaysVyoRHrRKW6nUZU,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS041|S21,DUPLICATE_ACTIVE,CRITICAL,HOS041-S21-01,HOS041,S21,kZHrR6nJix6V4aDj096D9HcuG4YWJdXNc52put61yCk,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
I18BD012202M,SYNC_CONFLICT,CRITICAL,I18BD012202M,,S06,JFA4pbO-LVPuQ-GjAfGirqnX7RCM8FTW8CSTGPjajrI,True,True,2026-06-17T18:37:38.000Z,KEEP,HIGH,unico sensor con datos reales
I18BD012202M,SYNC_CONFLICT,CRITICAL,I18BD012202M,,S06,Blq7xEEmop51cHn_hZD6_7snMmJOPMFOU_tcpUngA_M,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I18BD012202M,SYNC_CONFLICT,CRITICAL,I18BD012202M,,S06,s7HX76CPNimXDeExfhesgMap55IqIK2PWxX63AqdJ-Y,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I18BD012202M,SYNC_CONFLICT,CRITICAL,I18BD012202M,,S06,zu1e7LuxR6pCllwJQdCEqmqbIt9HNyAXDxj-DmDtj6k,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS033|S04,DUPLICATE_ACTIVE,CRITICAL,S4E-HOS033-1,HOS033,S04,Cf-b6ps2YNjPvXGK9XW6YrKIZkATy3YQBgnnOfO525A,True,True,2026-06-21T18:52:42.000Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS033|S04,DUPLICATE_ACTIVE,CRITICAL,S4E-HOS033,HOS033,S04,MH5SO0NuQaHC5s-m1QgG09t3ZUt-BEznYsiEujWFpR0,True,True,2026-06-21T18:52:42.000Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS033|S04,DUPLICATE_ACTIVE,CRITICAL,HOS033-S04-02,HOS033,S04,49ZBJTtH3ae4cYsJDTRgZJDPel-nOw9YqPKfm66mgUM,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS033|S04,DUPLICATE_ACTIVE,CRITICAL,HOS033-S04-01,HOS033,S04,WSugBd3UdvMi376ZOb9dqEbYyh2KBPUObnSNbzOG9rI,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS099|S21,DUPLICATE_ACTIVE,CRITICAL,HOS099,HOS099,S21,JY_AV0vvQGdprWUakd7ZbqFQXoAssEh9SO3-sIILJco,True,True,2026-06-21T12:09:15.973Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS099|S21,DUPLICATE_ACTIVE,CRITICAL,HOS099,HOS099,S21,jrxI1ckQNg4vpY5z3BOr-5TFEnWsceiylFWF-X98Q9c,True,True,2026-06-10T12:09:26.827Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS099|S21,DUPLICATE_ACTIVE,CRITICAL,HOS099,HOS099,S21,81oWGqUDRKW-KrWCRlAPZfiAiZdBJKWuR4yr92oWVEM,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS099|S21,DUPLICATE_ACTIVE,CRITICAL,HOS099-S21-01,HOS099,S21,0puxxgrwGHbHExKVUeHXVSY1rPmO1fB1kNdpBqujEC0,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS005|S21,DUPLICATE_ACTIVE,CRITICAL,HOS005,HOS005,S21,PUUgtwBtrgURPILjWNqi7NVauPzMa90HHZhiECYz-8M,True,True,2026-06-21T09:13:09.431Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS005|S21,DUPLICATE_ACTIVE,CRITICAL,HOS005,HOS005,S21,Nm-I6lRYsH0XWcYcYl-C2ILfDmuL_YpP6kRcuYPzz5E,True,True,2026-06-11T09:07:24.690Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS005|S21,DUPLICATE_ACTIVE,CRITICAL,HOS005,HOS005,S21,25fyMYitYqfEItY5xOJTyY6vq9B7lLeVK5C2baHqF9g,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS005|S21,DUPLICATE_ACTIVE,CRITICAL,HOS005-S21-01,HOS005,S21,FFbQxmKdbPT1LiJdW2hnR3wdq_cJT6puHNsyrRVfs1s,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
I22BC092123D,SYNC_CONFLICT,CRITICAL,I22BC092123D,,S06,kqS0ZopvD9SVwPOyYhKqFGF100pnBUpnp30nGQ7keFE,True,True,2026-06-07T17:00:50.000Z,KEEP,HIGH,unico sensor con datos reales
I22BC092123D,SYNC_CONFLICT,CRITICAL,I22BC092123D,,S06,IL7NXBSvpddGpqyKq1eX41ezmzWMyrZKPUmzuoO45vM,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I22BC092123D,SYNC_CONFLICT,CRITICAL,I22BC092123D,,S06,wKYgEL79xi9cyLpmcit9FEkW1D_B36cDuTnm8-w_S08,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I22BC056178O,SYNC_CONFLICT,CRITICAL,I22BC056178O,,S06,ChkWbVIZ1VivtdjBeSi50NCQ95M_TP6TPh6IEIeej7E,True,True,2026-06-07T12:01:05.000Z,KEEP,HIGH,unico sensor con datos reales
I22BC056178O,SYNC_CONFLICT,CRITICAL,I22BC056178O,,S06,Lya7cUqq9pylVSXwCD5pyYcCet5OtKyTIAYJ5ADniUw,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I22BC056178O,SYNC_CONFLICT,CRITICAL,I22BC056178O,,S06,h4a_hExT5sahbPAvoXCiknzWVJKv1I73MU71yg7ulfc,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I22BC022199O,SYNC_CONFLICT,CRITICAL,I22BC022199O,,S06,GaXU5xo9CEobrWJKKqRn-n526bslA0z8x3iAqXMFqY0,True,True,2026-06-07T11:57:13.000Z,KEEP,HIGH,unico sensor con datos reales
I22BC022199O,SYNC_CONFLICT,CRITICAL,I22BC022199O,,S06,363WV9xYkL88DI9XaYY4bZtcL-J8wwjl5UVxves6_Dw,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
I22BC022199O,SYNC_CONFLICT,CRITICAL,I22BC022199O,,S06,1GjOoR4KLympzI9aHUit9kNO_gI2rE03SohOloB9VIM,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
Esc. Joaquim Ruyra - HOS046,SYNC_CONFLICT,CRITICAL,Esc. Joaquim Ruyra - HOS046,HOS046,S07,j3jiSpRPggHMLz7j8YtkIipatMVGHhMWwK0VvglXwhw,True,True,2026-06-21T08:50:42.940Z,KEEP,HIGH,unico sensor con datos reales
Esc. Joaquim Ruyra - HOS046,SYNC_CONFLICT,CRITICAL,Esc. Joaquim Ruyra - HOS046,HOS046,S07,FtZk8-T-9e3bwYjF8useUBLqv2tTwDREqvLoKVoPdFQ,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
Esc. Joaquim Ruyra - HOS046,SYNC_CONFLICT,CRITICAL,Esc. Joaquim Ruyra - HOS046,HOS046,S22,COINlvOVgEJSvetVBSBFVNuWxCR2oYn9E8ltnEnXNlw,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS099,SYNC_CONFLICT,CRITICAL,HOS099,HOS099,S21,JY_AV0vvQGdprWUakd7ZbqFQXoAssEh9SO3-sIILJco,True,True,2026-06-21T12:09:15.973Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 10d si disponible)
HOS099,SYNC_CONFLICT,CRITICAL,HOS099,HOS099,S21,jrxI1ckQNg4vpY5z3BOr-5TFEnWsceiylFWF-X98Q9c,True,True,2026-06-10T12:09:26.827Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 10d si disponible)
HOS099,SYNC_CONFLICT,CRITICAL,HOS099,HOS099,S21,81oWGqUDRKW-KrWCRlAPZfiAiZdBJKWuR4yr92oWVEM,True,False,,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 10d si disponible)
HOS005,SYNC_CONFLICT,CRITICAL,HOS005,HOS005,S21,PUUgtwBtrgURPILjWNqi7NVauPzMa90HHZhiECYz-8M,True,True,2026-06-21T09:13:09.431Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 10d si disponible)
HOS005,SYNC_CONFLICT,CRITICAL,HOS005,HOS005,S21,Nm-I6lRYsH0XWcYcYl-C2ILfDmuL_YpP6kRcuYPzz5E,True,True,2026-06-11T09:07:24.690Z,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 10d si disponible)
HOS005,SYNC_CONFLICT,CRITICAL,HOS005,HOS005,S21,25fyMYitYqfEItY5xOJTyY6vq9B7lLeVK5C2baHqF9g,True,False,,MANUAL_REVIEW,LOW,varios activos con datos recientes (diff 10d si disponible)
HOS034|S04,DUPLICATE_ACTIVE,CRITICAL,S4E-HOS034,HOS034,S04,yJLYrIKoPdIeCSTXSlzRde0pJHZx9nvk5RTheLYCnQ4,True,True,2026-06-20T05:55:42.000Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS034|S04,DUPLICATE_ACTIVE,CRITICAL,S4E-HOS034,HOS034,S04,OGW8gpuDCp21SzNSrACArtRblkejEjbZADCmDZCA9nc,True,True,2026-06-10T11:03:42.000Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS034|S04,DUPLICATE_ACTIVE,CRITICAL,HOS034-S04-01,HOS034,S04,1Nv34WONkSAjWMl9yyXE2-8TGPuSixoW1WWrGEwJyrA,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS037|S21,DUPLICATE_ACTIVE,CRITICAL,HOS037,HOS037,S21,FiCd7-BzVYpdRl8ZgH0jIQcpDriz3GbB5EuUrbFb3lA,True,True,2026-06-21T09:10:20.741Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS037|S21,DUPLICATE_ACTIVE,CRITICAL,HOS037,HOS037,S21,_ae2PDx-p9CkKyeJNr88aOSVwsSv_jgZwYdHOFbDOCI,True,True,2026-06-11T09:10:35.785Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS037|S21,DUPLICATE_ACTIVE,CRITICAL,HOS037-S21-01,HOS037,S21,-pcVBoEjXxaiy8IEsoLvYsk9VurIWHvkX8-joDxjmy8,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS125|S21,DUPLICATE_ACTIVE,CRITICAL,HOS125,HOS125,S21,rYmgj3Mo4yrZKr5rjB1Mv7UOgdj0Clle17T8M_aZjSQ,True,True,2026-06-10T12:14:07.992Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS125|S21,DUPLICATE_ACTIVE,CRITICAL,HOS125,HOS125,S21,8CteMRvWB6hEMJwCc6vJqrxHyarTuF5tnZ2v8FE-Y1o,True,True,2026-06-13T12:14:06.042Z,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS125|S21,DUPLICATE_ACTIVE,CRITICAL,HOS125-S21-01,HOS125,S21,akoDVfszm-IpXbMswnFTNw18seQSiyv9na-OeVezskc,True,False,,MANUAL_REVIEW,LOW,mas de un sensor activo en mismo HOS+sistema
HOS044-S01-01,SYNC_CONFLICT,CRITICAL,HOS044-S01-01,HOS044,S01,SnHdcxnnzpD1Z79Dvxs_8O-CkgSE79MVRI3j6T0DxEk,True,True,2026-06-21T18:51:17.806Z,KEEP,HIGH,unico sensor con datos reales
HOS044-S01-01,SYNC_CONFLICT,CRITICAL,HOS044-S01-01,HOS044,S01,suj9PiI4JbekaYqNnsbjaQY2kR1TrCjFT1KOvxdOzPU,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS508-S02-01 BET00230064,SYNC_CONFLICT,CRITICAL,HOS508-S02-01 BET00230064,HOS508,S02,1NwDlCAwmCjKzsgAtcqg0tON7JFd9vXKJQ-m1PejYjw,True,True,2026-06-21T18:50:45.210Z,KEEP,HIGH,unico sensor con datos reales
HOS508-S02-01 BET00230064,SYNC_CONFLICT,CRITICAL,HOS508-S02-01 BET00230064,HOS508,S02,qIVyO45h-aJVQ3QLmmFPHMnAtLjh3zUHqUQl-KWfBuI,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
Deixalleria Municipal - HOS132-S02-01 BET00230060,SYNC_CONFLICT,CRITICAL,Deixalleria Municipal - HOS132-S02-01 BET00230060,HOS132,S02,MzmEiSRRNnHnq65i-o7gQmXyjZhUHiUM8H7DVEar6Eo,True,True,2026-06-21T18:50:46.832Z,KEEP,HIGH,unico sensor con datos reales
Deixalleria Municipal - HOS132-S02-01 BET00230060,SYNC_CONFLICT,CRITICAL,Deixalleria Municipal - HOS132-S02-01 BET00230060,HOS132,S02,QdDX1BQPhAse4-FwwRIRPaKooAxKR4WFqhqQNmkdanI,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS024-S02-01-BET00230039,SYNC_CONFLICT,CRITICAL,HOS024-S02-01-BET00230039,HOS024,S02,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,True,True,2026-06-21T18:50:46.590Z,KEEP,HIGH,unico sensor con datos reales
HOS024-S02-01-BET00230039,SYNC_CONFLICT,CRITICAL,HOS024-S02-01-BET00230039,HOS024,S02,4dWKC8LXRaLmSZTlg_gyFGQ3A4D3oI1WWughRwpsfxE,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
BET00230154,SYNC_CONFLICT,CRITICAL,BET00230154,,S02,vyoObnVyAQLIp0G5lnS0BtrQliPxCRohVG5pEP9kHA4,True,True,2026-06-21T18:50:45.244Z,KEEP,HIGH,unico sensor con datos reales
BET00230154,SYNC_CONFLICT,CRITICAL,BET00230154,,S02,a34c6eOz_xDApCTGMCdo1lTWTSxSnZddwunbQpnnyFY,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS128-S02-01 BET00230038,SYNC_CONFLICT,CRITICAL,HOS128-S02-01 BET00230038,HOS128,S02,r07qpMIayX32SrVzIqaBCfjywHOuhqm5on4ADF9kRFg,True,True,2026-06-21T18:50:46.618Z,KEEP,HIGH,unico sensor con datos reales
HOS128-S02-01 BET00230038,SYNC_CONFLICT,CRITICAL,HOS128-S02-01 BET00230038,HOS128,S02,VexWl8lLjzWkxnoqJeBJI4kw4bgbQumWybrFCsUEPiA,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS520-S02-01 BET00230151,SYNC_CONFLICT,CRITICAL,HOS520-S02-01 BET00230151,HOS520,S02,mqVgWHUfvf_gNxXTFz7TpCVXasx7sB8H1Wo8115A7yE,True,True,2026-06-21T18:52:44.869Z,KEEP,HIGH,unico sensor con datos reales
HOS520-S02-01 BET00230151,SYNC_CONFLICT,CRITICAL,HOS520-S02-01 BET00230151,HOS520,S02,b8kpn_tHNOi1dIB0XBmQ69PMjm8dJnDDn7SBSesdcu0,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS521-S02-01 BET00230152,SYNC_CONFLICT,CRITICAL,HOS521-S02-01 BET00230152,HOS521,S02,04G1c1BHHYT8ZfIZk3fdA1YTIhxYlkFNbYADI22DL3Q,True,True,2026-06-21T18:50:45.216Z,KEEP,HIGH,unico sensor con datos reales
HOS521-S02-01 BET00230152,SYNC_CONFLICT,CRITICAL,HOS521-S02-01 BET00230152,HOS521,S02,DXlMNT7XaUZ_gR2E64iTTScdE_sVnE0mLEnchvHIzOg,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS105-S02-01 BET00230045,SYNC_CONFLICT,CRITICAL,HOS105-S02-01 BET00230045,HOS105,S02,cPrSYjFUXGQS8C8bZybxmgUwtIZasLrxeTXRLCVjNyQ,True,True,2026-06-21T18:50:46.387Z,KEEP,HIGH,unico sensor con datos reales
HOS105-S02-01 BET00230045,SYNC_CONFLICT,CRITICAL,HOS105-S02-01 BET00230045,HOS105,S02,vsmKRCYSxPGqGiJdYVlLBO9PTq1vr_F2oeFFNC7ghFc,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS157-S02-01 BET00230040,SYNC_CONFLICT,CRITICAL,HOS157-S02-01 BET00230040,HOS157,S02,ZwlgXpeLiKRjN2rlOqTtUMX2hUg5d0xyC9MuQcMycEI,True,True,2026-06-21T18:50:45.024Z,KEEP,HIGH,unico sensor con datos reales
HOS157-S02-01 BET00230040,SYNC_CONFLICT,CRITICAL,HOS157-S02-01 BET00230040,HOS157,S02,kUo4f0tbykvMhJFdG6tQZabx05lpeUTVwWOC6O9heZk,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS504-S02-01 BET00230059,SYNC_CONFLICT,CRITICAL,HOS504-S02-01 BET00230059,HOS504,S02,G556UP-SDICJ0z-uUi77YJ8nkBQLIfS4JiskOjqASlc,True,True,2026-06-21T18:50:47.024Z,KEEP,HIGH,unico sensor con datos reales
HOS504-S02-01 BET00230059,SYNC_CONFLICT,CRITICAL,HOS504-S02-01 BET00230059,HOS504,S02,dH94Wwq5kbyZEdy68wKoAhiYOvQbJqVz8lR0v_JkRmM,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS522-S02-01 BET00230153,SYNC_CONFLICT,CRITICAL,HOS522-S02-01 BET00230153,HOS522,S02,QnlazOHYON_6VJ-NCX5bj8jua403B3l-Tjca_oqrLAc,True,True,2026-06-21T18:50:44.474Z,KEEP,HIGH,unico sensor con datos reales
HOS522-S02-01 BET00230153,SYNC_CONFLICT,CRITICAL,HOS522-S02-01 BET00230153,HOS522,S02,u7wF1a9-6RvK-tbL6PqC8DVSVT18P-kctlFcNeKK1tQ,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
HOS103-S02-01 BET00230036,SYNC_CONFLICT,CRITICAL,HOS103-S02-01 BET00230036,HOS103,S02,7j4-Kdha3KXwjMVsOaaiKU0AjokWHJ97J8FWxm9XbjU,True,True,2026-06-21T18:50:46.782Z,KEEP,HIGH,unico sensor con datos reales
HOS103-S02-01 BET00230036,SYNC_CONFLICT,CRITICAL,HOS103-S02-01 BET00230036,HOS103,S02,3aHWc4qpEDCK5Su1SUDF0TaFTeUtjC-LIpv_NLUVatQ,True,False,,MARK_LEGACY,HIGH,"sin datos reales, sustituido"
