sensor_id,thing_id,thing_token,hos,building_found,building_name,system_id,system_name,district_name,neighborhood,lat,lon,thing_status,resource_detected,last_timestamp,last_value,has_real_value,timestamp_status,days_since_last_data,active_status,issues,api_error
Ca n'Olivé - HOS069-S06-01 H23VA095642V,PONt4MVyjmUdS656zFvF16W8PefQQ5YUnmEItyornAo,td5lvkgiv105BhLj2jPLYWibm9QAg-k2eMBN_T9KXWM,HOS069,True,HOS069 Ca n'Olivé,S06,AGUA,Distrito V,Can Serra,41.360059846996805,2.1015703140999826,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Casa dels Cargols - HOS029-S06-01 H22VA827558M,7UsFdKdJTnJnlSaqY_oL2zl96UK5LBnGCKsBiWzdsfo,QZKn9BzIQilJLGRitEWW7GXuWHzbJ3JGNJU8OxnGSC4,HOS029,True,HOS029 Casa dels Cargols,S06,AGUA,Distrito II,La Torrassa,41.3711275446201,2.12096392062176,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I17BE063112M,-Qa0z9F7d74mKBQkniAdv6z6MNYxmvChQLmvDqsQX4U,-JLH6JiuaOuxKjqDEdoJ5j2yntGxdNsFtNWbVcI9NDg,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
S06-01 I17BC095962D,TcJV4q9yEATh8BcI9WGTuwhEmDz02AOBdAfH-d-c2FA,kc1q4SE8N7DPmcswS5z2QXFmixdnnC7xDouRgb5msZw,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
D17BA245795C,2-XpFA_5RaRgL5-n92x4oCP9i4p12sYu545r9BM1K9A,cXFGiylknttrWpyqXvmRzyUVFmiDF9UVvis-kgrlLfI,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
CGG del polígon Gornal - HOS120-S06-01 H23VA120591E,RdeTqQXaqYJN3oJu9H4Hyr6f2O3YwYEQDPlgFt__Iiw,N5rm6n4L-TyjBrQBRi7dCmvVVIannHBqTL6iKo01Oh8,HOS120,True,HOS120 CGG del polígon Gornal,S06,AGUA,Distrito II,Collblanc,41.37496179539499,2.119787510371402,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
C. C.  Tecla Sala - HOS022-S06-01 I17BD504011F,5-Oeec6_AXYXtJcF6TElybxC4bL9ciBPGQK1Fb-H2Pc,efXwl6cP4V3f0I0a_Yj7yGnBboYOdzKSPC754fNhNng,HOS022,True,HOS022 C. C.  Tecla Sala,S06,AGUA,Distrito I,Sant Josep,41.3668052618861,2.11527145270015,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Area de Benestar social - HOS028-S06-01 H23VA120131G,sJoawNXOcwt2HoYq9yL1A6_aMgImsBBkNBdDvboitNQ,fQ4KrYiPUuR1h6hGmkrjM4aBcQ-57R888Gw2uH1AjCM,HOS028,True,HOS028 Area de Benestar social,S06,AGUA,Distrito I,Sant Josep,41.3641720618462,2.11021778427181,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
D16FE086647C,ZqV_aihLNQOaTdfQU68TKo-y32KaNo3jrbse2UIvyUI,9boaGEw2-pOjSZRtB9CoEfhbI5ra5cSLOssfgNBZQRc,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Museu Can Riera - HOS127-S06-01 H23VA095644X,L_r_F60131zyxRTCmXdZGaxtaFMMCzfS7IF2RYiYTe8,zp6VbH3B6KbhDBr_X5M7dK9GLs2sEPKkqQUaEW97MxI,HOS127,True,HOS127 Museu Can Riera,S06,AGUA,Distrito I,Centre,41.3614898335236,2.09693001037074,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Dipòsit Parc de la serp - HOS037-S06-01 H24VA628016X,Erk69_FPdhWpMr3jNXf50ekuHJRDRL9oU14lAxqDHYI,yQbrfj50wPvBGNxxg6GX0Es5ujgcmC7mM96UWIhHcLk,HOS037,True,HOS037 Dipòsit Parc de la serp,S06,AGUA,Distrito I,Sant Josep,41.36198726423529,2.109137281535389,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_COORDS; NO_DATA,
Biblioteca Can Sumarro - HOS007-S06-01 I17BD504878W,L0Zt3Y4iUtfbD_ImPoLa61na9eljBOxyoWWDvXcuLM8,kObW7zQW6lfYZb8sjszQ_1CStJ0p4jBNpQsfXDHiK-I,HOS007,True,HOS007 Biblioteca Can Sumarro,S06,AGUA,Distrito I,Centre,41.3603458094608,2.09668715454791,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
CGG Pubilla Casas - HOS025-S06-01 H23VA084841R,cYWfQdc3J1q5dKRw4kCc2Rl197i1YTPgmFw1kkOe4oQ,HxjDxJba0I3uzkrVtk7ubpy0nydC43dfpCwkTn-Rthk,HOS025,True,HOS025 CGG Pubilla Casas,S06,AGUA,Distrito V,Pubilla Cases,41.373745441670316,2.1046224392067723,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
H23VA864747G,sIQ9poVOVsfcnniLpju66uu25F11_geG8nrAjq4nd7Q,wi173CdYGZInLPEVAABszq6o6CKLtnyAboKwMg_rC1M,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Residencia Els Alps - HOS136-S06-01 I17BD083286K,ySrH2RptEYTddry1SZrUqq9BhFgpfcPk7GoqIjFvDW8,xxRGIduiTkVqFL_r7e16saqOCEmStS-leyh-8Hri9P4,HOS136,True,HOS136 Residencia Els Alps,S06,AGUA,Distrito I,Sanfeliu,41.3625896728415,2.09548452571258,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Aj L'H-Ed. Migdia - HOS002-S06-01 D16UH084259X,Ji39TqbstdLkZV_bVmHFqOJNJuVB8yRyTR6Qe91RzA0,o42bsTxEreBiklnhZwtGcmbJyVwxJDSrvrvA3yLo2yE,HOS002,True,HOS002 Aj L'H-Ed. Migdia,S06,AGUA,Distrito I,Centre,41.3610058832045,2.09613941249931,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. Patufet Sant Jordi - HOS056-S06-01 D15FE071450J,zKabHbjjW0gxCHbOSnuwMNjltUktzfzS14NCZw9emsk,he2EjNgJWLcAsiBleMq7NkJVConOsg96c_EaoXvt_fw,HOS056,True,HOS056 Esc. Patufet Sant Jordi,S06,AGUA,Distrito I,Centre,41.3577143732239,2.10273712571236,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
D15TC125050O,I_qSUteKIaouoy6FedMVJOpwdieQ5yKVZhFJuERUOxo,9GPPeEG-qUfXAhCDAj05z9rOVE8T9OrrSSrmmLiAjg0,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
CEMFO - HOS004-S06-01 I17BE046798C,MuIS9XC5Vp2Eevu0F3NobPhPcsIizURQpSIhbg2ZAQo,faPZKnwckMaqrRXZopjOCCwc9onAkM28TphLpXtfUrY,HOS004,True,HOS004 CEMFO,S06,AGUA,Distrito I,Centre,41.3564226694841,2.10895929318077,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I16BD105801Y,FtXokvZ0XJo9pyB_Z0Rvz12HB7zafgAPBSiS45hzsZQ,P1ajlJdhExwxrXDXOSqIhSyVc29vm4L4zEoV37Hq0bY,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Deixalleria Municipal - HOS132-S06-01 I17BD045696M,gG1p5VXVOLDWOSP0LasaRRC3PzdXowawOCLBf6Gr1HY,KsYhoFjnZKg6QzNvEPtZNEknufRqlDIjKVI1EE9G06A,,False,,S06,AGUA,,,41.346829965749805,2.0868816817430282,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Biblioteca la Florida - HOS009-S06-01 D17BA214472T,X0bAlCRIne28bVU8KlVrRUdai-ML3eb1O9_OiVh6db8,zytsWih5H7vHzGETSdQNklhDWyAOgAyyI7lhIDE1zV4,HOS009,True,HOS009 Biblioteca la Florida,S06,AGUA,Distrito IV,Les Planes,41.36966996210325,2.107444067975394,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. Br. La Casa del Molí - HOS098-S06-01 I22BB009987T,xGrGl53ELTrcyZnl05Id-0oIZpYi2TL5IZd2O47-hgg,fl1zMaefVRQyYzrcQehsApujR2RoAmV6wyt-A88rlFQ,HOS098,True,HOS098 Esc. Br. La Casa del Molí,S06,AGUA,Distrito V,Pubilla Cases,41.3702258014712,2.1010214833837733,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_COORDS; NO_DATA,
Esc. Pompeu Fabra - HOS062-S06-01 I18BD030308X,7cPYd2gxnGh-EnXJoJi0-Cer9FqUdyt_8Gn6pP-AB_w,5Zof9yHwwyFhr4Llx6F_YlothQFCTrbHyNu0R_3JhQI,HOS062,True,HOS062 Esc. Pompeu Fabra,S06,AGUA,Distrito III,Santa Eulàlia,41.3660529864254,2.1229377589519,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I19BC062758S,vpMwMM5PlLdyHRkFB7EhHb-AXBN0DKk62LHarUVCQgU,N9vyiqohezuePmkJOVjb8wmZhyYv56hCUrP-N5Ts2Fc,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS001-S06-01 I19BD035462J,HX0rRX32C0JYLoPABHs9ODXZXT2abCr6amYqXlysxfE,PDvgZZeF_LepkY5LgYtMCgaYmbPjjNkmUDUG7Pz-9qo,HOS001,True,HOS001 Aj L'H-Casa Consistorial,S06,AGUA,Distrito I,Centre,41.3610058832045,2.09613941249931,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. Menéndez Pidal - HOS053-S06-01 I18BD030305U,XE0GP6G7DzTaxZ1xirF_8TSwVkmpjygbbqgY1RfL3IA,WGI-XThC51OJdl8SYwx3gk03_lrPDOI2rGVdJ7EETz4,HOS053,True,HOS053 Esc. Menéndez Pidal,S06,AGUA,Distrito IV,La Florida,41.3730522015403,2.11084758338389,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. Josep Janes - HOS047-S06-01 I17BE094519Y,opfI7hEkWdbqNuv5BmC790Mv4dv9nPYczKjcjH3R_YQ,kuqCBd0jt8jLYkagKksmfXnA3VYXheC6U-uRbFuymFs,HOS047,True,HOS047 Esc. Josep Janes,S06,AGUA,Distrito I,Sant Josep,41.3513013902853,2.11426156641481,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. Pau Casals - HOS057-S06-01 I18BD030309Y,PMoZsEhMaDZ54jaxB4y_XmRFrSWm2-EG3jUieUXSEJg,7reVyKYPqrWEE7b0pr3KzGDIMNy5BPSHqxT_7ObrDZo,HOS057,True,HOS057 Esc. Pau Casals,S06,AGUA,Distrito I,Sanfeliu,41.3691385657368,2.11567618576053,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I18BC030788S,3YahYi55PAJbhwB0w4xN3L66gAPo9r-j8-lGjcM4SZI,Lv0ENSmMLknsBwFKXCT7BkgWtN34oofCCKyo-3m73SA,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Pavelló M. d'Esports - HOS106-S06-01 I18BD030318Z,xrZpEfWjNlVV_c3CbxhJpKArlC30cPXV97rrXB-YlHE,mFDNpu0E1L5g9-r-RbpLIiv-ELLiZcDayzY51aUVcO4,HOS106,True,HOS106 Pavelló M. d'Esports,S06,AGUA,Distrito I,Centre,41.3471157667437,2.10130494917204,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I18BD012202M,JFA4pbO-LVPuQ-GjAfGirqnX7RCM8FTW8CSTGPjajrI,UeRlGWRsCdh83oLxFfESdInb9xvop6Vw7Q7arPqYVH8,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Esc. Pere Lliscart - HOS061-S06-01 I18BD030283F,iYhmNIxgsURPkWkOf9cA_8c3XaivhuANzR7MfV2IOpI,ew2ihAE2ih12I664m6f8v3o7XaQ7K8OBeQr3iJV3iJk,HOS061,True,HOS061 Esc. Pere Lliscart,S06,AGUA,Distrito V,Pubilla Cases,41.3747962488263,2.11161959687766,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I18BE082533S,n7GgQ9Op5wSWBrCu9C65Q8NnbQxlYsy5qlegl2grlxY,6JPoG-FelYQfaSyitizuWh1Z0xK4rHPdYbN6A7TDn6c,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I18BD033258Q,7DlF2Eitcfuayt0LntjGuL8jxHQYZJ-C8ijr4Y6BU0A,GUujKEzdoGLdQwGlRPTO_OeMwUYmPQntR2So93LitCU,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I19BB015889I,BNF52C8CRBdnppLcuArbJxM8BXgUsOuJlkqmlb34qnQ,QLsVxBt5Yk4ljXhDAecgY9NHIvpII6Lr-ir_cG58Q88,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I18BC012582E,tyf8SBGezEGTbx9WF8iB2b9tdwdiw9E0cv80s61GUAQ,C042OyAePlzKVliFEojF-bnLLGe_L93Tpq1-pD0OxLI,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Esc. Milagros Consarnau - HOS054-S06-S1 I18BD030306V,qDgqygCiDQ5jNbfopn-_5VnSHECxTik3vRyVXTEpSUI,lbF6PcV2yBks7IQ3Ak6FrsofnAXgeMpPGQXM2zG6w5w,HOS054,True,HOS054 Esc. Milagros Consarnau,S06,AGUA,Distrito III,Santa Eulàlia,41.3644840844911,2.12931582571267,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I19BD042447D,6_FjkI_CN4xUeLlSQuXa2XNNsjiIEurylMtNyEZUY9g,yE6ZlNkkhnWEP6b4TceTzl7s8395K5zNoDNM_LBXTvI,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I18BD033597G,TUJYZjfm1wb1kt0ilyolEf_iIQddz1tOwlDuvUEhzGA,6FqPHJTQT1gUHTp7kVRosdl6RYa_DQyDMiH-kWU5VYI,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I20BD020143F,Axzlmkx7jSqTc0gbeFfbZQc2ol2joxGVPVsHZG5zOiU,j4uyQee3faJYbTFgnQ_h-GpP1hz7VW8GeJXxNtCmBIA,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Cal Gotlla - HOS006-S06-01 D18BA388376I,s6op2vXC2h4cl9hlfVxld0TN5NbKMaS6KJdl3SnkY9M,Qda9ceTghzWVrafE7AL_bDj7KwM87u5MjnJCeYiffTc,HOS006,True,HOS006 Cal Gotlla,S06,AGUA,Distrito III,Granvia Sud,41.3533736756027,2.12363835835246,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
CGG la Ermita - HOS118-S06-01 I19BD042435Z,u9xGIFNle6ALuAoLdKg0EsZsp7wmOUzFKMhciJ8OQsc,P-ETmcr8YcpJYr0jq1rHGXqFSIjbbAdR3wKmkcqGTcM,HOS118,True,HOS118 CGG la Ermita,S06,AGUA,Distrito VI,Bellvitge,41.35291618331664,2.112201583383001,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Ca n'Arús - HOS070-S06-01 I20BD020169P,m5iE1kXUxyYX5grZEb0AH9xtFM6mwE1p6L8u4Zv75-Q,5RkMGRtvMgo4KDurgHM0OTjrNXspBCaTY3Y8sQNx7_E,HOS070,True,HOS070 Ca n'Arús,S06,AGUA,Distrito I,Centre,41.3587527484308,2.10205392201625,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. Puig i Gairalt - HOS064-S06-1 I18BD030289L,ENbDiVPuctRpQSizdzd6m5TQmH3CNMPUfzML1cGW6dE,2PeaIeMbqo8w4_qTAKpwacWXoHXhuGZSjXKhUf_t3Ko,HOS064,True,HOS064 Esc. Puig i Gairalt,S06,AGUA,Distrito V,Pubilla Cases,41.3756422829567,2.10682919687775,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I18BD039671X,Wbn_nPQ--G29OwmnwHNK7MwSP862itr956EoU8-8ARM,IeIBlboiPX-SvaooOU34ix3gqn5OgNzNSVSx5g9jiZA,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Esc. Ausias March - HOS039-S06-01 I20BD036700P,e7F8mB3WyPVfiIzs19ai2yEIvHD-7s2-MOxlJDguhhk,o82pi_40IWCTk-HWN4P30IcfMSfIqq6fDE6f3HV1-yo,HOS039,True,HOS039 Esc. Ausias March,S06,AGUA,Distrito I,Centre,41.3632612758729,2.09386888153542,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I20BD036673D,-aAYpDA-LA9n7EyWjVhK43AAxZQc5udyl8NlMAID22I,9l94Mlu4pIcZfrQWs6PW3qfqNIyrecHgdxef9qoXGIs,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Bibl. i esc. pl. Europa - HOS010-S06-01 I22BD035149C,mNHHJ_e5Nbf1lctKqG7KPQ8bnRclLLahIALGWBipatQ,IfqdJ4-aoRA9jM6XlxESIxBZ-QBxdxZ5ifulb5G4dIo,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I22BD053196L,CVTEtgap2xiHwDh70ncRMRw3Yxhd8NGH6pmSe2QhdRk,VAbWeCt5kkXZaDxonT2iELk1WrFWEPone2qQx5Oas60,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I22BD089718C,CPsUMKBbOgK-bT7dD_KpoTf9OZm_64F315FjYWMDN7A,MHS5R9_eKzb1YU-uybEDQfbG_a5icL4SDwyTo62ZZmg,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I21BE056200A,yN5KhpaV7jIz2b8A4u0R-OsQ_DG2rMXfXjWVbhami9E,_x6-u3ZgLmN6wh0jV_Yikeecqhv54AydjdYlY0SCrRw,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I22LA020277R,L1rvpBim3OtUu0M1NzYSVZ5JgaLf1aTOqVvyYhAIlzI,bGOzsukKpzZIpszpO-1U8EUm3k6_zqiJY5bpaCfaWpc,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I20BD078435T,wj_a4kDsEeN9JBjkhkV23AUJuOArdAy-2px60q85K-k,7nANWbaRYrDgt2VzicFs778ebCRcBnSRw2I8YcHv2gY,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I22BD089717B,PSt7qyv7PbBdn8KtafbF7hIcPgoJxgmJZiLqfmn_wtg,3fkrFUFXvC0H4bdHssgrC5aH6vsIGbvifWpKYGz24v8,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I20LA078279G,VZNA14X8PGdDEJT3clKfNP1f3HeRETcty0DGOdt5cgQ,IwEBLSolj26WlKqC1sLMLbMd8qo5aCwRveeKnyiCPwQ,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I21BD015287S,uxE6bMAeIvmmclOY_ydV9sF4pQbO6nkeXbqL2g_wjLE,u741BIlL8ICwpsQN5SFLH1qdLf99Z4wTGbROvkn7U88,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Esc. Charlie Rivel - HOS041-S06-01 I22BB010137G,bKVLntYsC6-rJ2c35lOWZN3SH2Y4VONrAUXHm2fvVfg,eOxpRtNshRNaVZ9VyviK0QZo1xzHXlVPJ6iC9ByxhTk,HOS041,True,HOS041 Esc. Charlie Rivel,S06,AGUA,Distrito II,Collblanc,41.3735215060933,2.11652006763439,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
Esc. S. Ramón y Cajal - HOS065-S06-01 I22BD089711V,I07o08O1ZdpMBOwEFei25yB4TkDJHNk4NOQ1k_lzpUY,hMF25zKrCHJLM69605-TIoKxpbfPNQUu5DagEOzVDNA,HOS065,True,HOS065 Esc. S. Ramón y Cajal,S06,AGUA,Distrito II,La Torrassa,41.3694666582098,2.12241056804198,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
R6Wzy1sTy4MvM-lnIXD92Q2x1tN-7Tfo9ZSAvIXO6YA,R6Wzy1sTy4MvM-lnIXD92Q2x1tN-7Tfo9ZSAvIXO6YA,Eb775XQDFOtq9k6dFX2iPrbmxGfhYDso4CKEVmfCzFY,HOS051,True,HOS051 Esc. M. d'E. de Bellvitge,S06,AGUA,Distrito VI,Bellvitge,41.3516944397011,2.10770175454751,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I22BC092123D,kqS0ZopvD9SVwPOyYhKqFGF100pnBUpnp30nGQ7keFE,DPndcO-paFP8LvJVq3i3qiARojzgCgKC1rPcDVBQghc,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I21BB036576Y,XSYfYCL8hlGJ2vOnXfAAFZ38kIYHTNy8wPv_Ytzdv9w,SBAi3uNZ69Ylu_fK57_GVy4liCagnaeEY9MXtev4OEw,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
I21BD022197K,TOOdSmVMs7pVZadc7d2SiLFdr2JOO-fTz-1D44qEkj4,HQGJyxtmjIpANUiflgQVW5PbdsTM6LcCZknmEcrR8J8,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Esc. Pau Sans - HOS058-S06-01 I22BD021841U,PIzjp75zb8CIO9BJlHjSEZ83JbnaN09ica_GJgGNKN8,a3xTNZ99bOOtr0TtrZWsfNhABMRWkdBqdmXtpPJizu0,HOS058,True,HOS058 Esc. Pau Sans,S06,AGUA,Distrito I,Sant Josep,41.3622933211051,2.11097068338343,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
I21BC007276L,6CnHLIbSh9GqQOKBf6mRAvrBQfaHCjD9r5DslDotjx0,tvVZ_kX6zV0Um6sR6egUqQOsu7vbaubfgCj0t-l9kQU,,False,,S06,AGUA,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
