sensor_id,thing_id,thing_token,hos,building_found,building_name,system_id,system_name,district_name,neighborhood,lat,lon,thing_status,resource_detected,last_timestamp,last_value,has_real_value,timestamp_status,days_since_last_data,active_status,issues,api_error
HOS508-S02-01 BET00230064,1NwDlCAwmCjKzsgAtcqg0tON7JFd9vXKJQ-m1PejYjw,d9DdR9A5Cm2tgWI2uf6mtTEgASLJnq9SMjzAxQ7ywgc,HOS508,True,HOS508,S02,CONTAMINACIÓN EXTERIOR,,,41.37274,2.11694,VALID,temperature,2026-06-20T15:18:16.267Z,33,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS157-S02-01 BET00230040,ZwlgXpeLiKRjN2rlOqTtUMX2hUg5d0xyC9MuQcMycEI,yp7ZibsKh7t8jSRETcSY7UBRIkAmefmPdt0YLleJofU,HOS157,True,HOS157 Tanat. L'Hospitalet Ronda,S02,CONTAMINACIÓN EXTERIOR,Distrito I,Centre,41.362582772859554,2.092157068041681,VALID,temperature,2026-06-20T15:18:15.806Z,33,True,OK,0.0,ACTIVE_24H,,
BET00230154,vyoObnVyAQLIp0G5lnS0BtrQliPxCRohVG5pEP9kHA4,uZAvrs3gMBlIHSS9cZ83_qz2sxwLCbOP_gh5Z8FBxZc,,False,,S02,CONTAMINACIÓN EXTERIOR,,,,,VALID,temperature,2026-06-20T15:18:15.805Z,16,True,OK,0.0,ACTIVE_24H,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS128-S02-01 BET00230038,r07qpMIayX32SrVzIqaBCfjywHOuhqm5on4ADF9kRFg,7xoBywsRb9fnCxHBMNxxAROS6JhCTGBfiWxTLtATIZc,HOS128,True,HOS128 Edificio PUIG,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Santa Eulàlia,41.35766312267478,2.1222155833831935,VALID,temperature,2026-06-20T15:18:15.805Z,34,True,OK,0.0,ACTIVE_24H,,
HOS518-S02-01 BET00230149,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,HOS518,True,HOS518,S02,CONTAMINACIÓN EXTERIOR,,,41.37192,2.12299,VALID,temperature,2026-06-20T15:18:14.947Z,33,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS507-S02-01 BET00230063,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,HOS507,True,HOS507,S02,CONTAMINACIÓN EXTERIOR,,,41.36952,2.12278,VALID,temperature,2026-06-20T15:18:14.945Z,41,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS502-S02-01 BET00230027,4MI_iGP24kvawone70S_zUcJgIvPUjoZftykGvA3Cxo,PWTUgsxQa8QFxkKyWoqa0RWasVb7ZIgqIwn7OaUe9uQ,HOS502,True,HOS502,S02,CONTAMINACIÓN EXTERIOR,,,41.371688,2.111,VALID,temperature,2026-06-20T15:18:14.805Z,37,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS501-S02-01 BET00230026 - AJUNTAMENT,FVHX-pJGTFnDBLO6Mnuk4-VtxAUjjFUFuxBVGLTUZyo,YYV-HdP3ALoW1oBS6iEjOOPZ2uraAmD3aTXzyx0xx2Q,HOS501,True,HOS501,S02,CONTAMINACIÓN EXTERIOR,,,41.37082,2.11481,VALID,temperature,2026-06-20T15:18:14.549Z,23,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS509-S02-01 BET00230065,7UD3c1Cr8KiFODz0zQQNnMxJn6xyq6jBKixNUGO9AmI,88Uvbf-rUBQzHWGof0L-Dtt2rdR-HfpA2hqraeYxp6g,HOS509,True,HOS509,S02,CONTAMINACIÓN EXTERIOR,,,41.3618,2.12556,VALID,temperature,2026-06-20T15:18:14.436Z,34,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS104-S02-01 BET00230044,9RmOMSnPJglQJ0OZoVS6QdBeAZ6-fHMG9TkpzTI0gjM,8MIBMhazTYzS9Fy57Aj03aoMHPt751NQypeXjAUJHE8,HOS104,True,HOS104 Ara Vinc,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Granvia Sud,41.34864199688712,2.1278077410536884,VALID,temperature,2026-06-20T15:18:14.030Z,37,True,OK,0.0,ACTIVE_24H,,
HOS513-S02-01 BET00230144,1iF1KLwuc_Vbq6ozQVgZzg6SFaOmK3GsqrkOlj0BKoc,aIGN-BmF-nekoC1QO_tTeRWS-wMJcRXERSWDvCxAv1o,HOS513,True,HOS513,S02,CONTAMINACIÓN EXTERIOR,,,41.362672,2.10945,VALID,temperature,2026-06-20T15:18:14.030Z,36,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS519-S02-01 BET00230150,Q7rnvv_KWKbM44_5cMOcOwC5UvkkkNp3HQw9TIPtpkg,aX7CSqq0GjgEt6tZrNlaGKv-Qkmlrldnf_BWVyQaZqc,HOS519,True,HOS519,S02,CONTAMINACIÓN EXTERIOR,,,41.357792,2.10314,VALID,temperature,2026-06-20T15:18:14.029Z,36,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS512-S02-01 BET00230068,5XFX7MnaGfKlMIi9MfRt9es-5WSprI-AciJ6FHBNodQ,iN8lgc7xy-kPthWmUFyeAfIqGjJgOc7lBrCaNTDh0I4,HOS512,True,HOS512,S02,CONTAMINACIÓN EXTERIOR,,,41.364348,2.12997,VALID,temperature,2026-06-20T15:18:14.029Z,18,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS520-S02-01 BET00230151,mqVgWHUfvf_gNxXTFz7TpCVXasx7sB8H1Wo8115A7yE,v_LDfdawWkQGMsbW7KM_Y_77Buw8ZT4bjuSitUFaJLA,HOS520,True,HOS520,S02,CONTAMINACIÓN EXTERIOR,,,41.3571,2.12063,VALID,temperature,2026-06-20T15:18:14.029Z,35,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS522-S02-01 BET00230153,QnlazOHYON_6VJ-NCX5bj8jua403B3l-Tjca_oqrLAc,gtEflTkOLxvcToD0HVwEeo3nYzK8G_Y2RakuCeQQObA,HOS522,True,HOS522,S02,CONTAMINACIÓN EXTERIOR,,,41.350412,2.11088,VALID,temperature,2026-06-20T15:18:14.027Z,34,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS517-S02-01 BET00230148,P3HrZp_UOHxDamPu1AOSWEWQSYmfAp-uqQMNOEx6EdA,GHhkPcXmEAYsCwHxUPjGP4IMnavct7hTBxMU9woOAUM,HOS517,True,HOS517,S02,CONTAMINACIÓN EXTERIOR,,,41.36454,2.10921,VALID,temperature,2026-06-20T15:18:14.029Z,35,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS514-S02-01 BET00230145,DpiPkodBFYGGfczyurg-XbBRXI8HRxVfC0owg8j5_vs,thrcVaMaj7IH0IMqrKzoLMRad3DyJSGUplQhJhAv8jw,HOS514,True,HOS514,S02,CONTAMINACIÓN EXTERIOR,,,41.37562,2.11614,VALID,temperature,2026-06-20T15:18:13.919Z,36,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
Deixalleria Municipal - HOS132-S02-01 BET00230060,MzmEiSRRNnHnq65i-o7gQmXyjZhUHiUM8H7DVEar6Eo,npPEl4msdSLvmXriIpKaMZarRWKXKCigNvE1bmVpkTY,HOS132,True,HOS132 Deixalleria Municipal,S02,CONTAMINACIÓN EXTERIOR,Distrito VI,Bellvitge,41.37426,2.10769,VALID,temperature,2026-06-20T15:18:13.832Z,34,True,OK,0.0,ACTIVE_24H,,
HOS510-S02-01 BET00230066,7zh3xggwGiVWWea8eYXhENZsvwpS-Zx90OC1JA-ITkI,171CpI6hyuTFTodsqgGpC9-zi7HDCAzvaNM_sIUaL8A,HOS510,True,HOS510,S02,CONTAMINACIÓN EXTERIOR,,,41.35522,2.11014,VALID,temperature,2026-06-20T15:18:13.832Z,33,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
HOS516-S02-01 BET00230147,L2xhnj5lUBGO58StMy8AmW6viTQwptqRK548rbtH5k8,G6riOKl1m9-2MOOcyiJNNKIh7R1V3wwDqyGTBbkO2uY,HOS516,True,HOS516,S02,CONTAMINACIÓN EXTERIOR,,,41.36736,2.12705,VALID,temperature,2026-06-20T15:18:13.504Z,37,True,OK,0.0,ACTIVE_24H,MISSING_DISTRICT; MISSING_NEIGHBORHOOD,
BET00230154,a34c6eOz_xDApCTGMCdo1lTWTSxSnZddwunbQpnnyFY,awxZS_sPEbAZBnTM7d-vKvOuMBu98DE_6q2TrQzGHzY,,False,,S02,CONTAMINACIÓN EXTERIOR,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_HOS; MISSING_COORDS; BUILDING_NOT_FOUND; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS128-S02-01 BET00230038,VexWl8lLjzWkxnoqJeBJI4kw4bgbQumWybrFCsUEPiA,DPeLtHgA5-uuDSsNtlXqhlk02y_VTxBmcUYz1O1ztpc,HOS128,True,HOS128 Edificio PUIG,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Santa Eulàlia,41.35766312267478,2.1222155833831935,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS105-S02-01 BET00230045,vsmKRCYSxPGqGiJdYVlLBO9PTq1vr_F2oeFFNC7ghFc,6qLeNsL8rEtQ-G7xdBXKnUrGsW8-1WKIDmZcrOlF9-c,HOS105,True,HOS105 Calzedonia,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Granvia Sud,41.35897219392181,2.129535410370654,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS103-S02-01 BET00230036,3aHWc4qpEDCK5Su1SUDF0TaFTeUtjC-LIpv_NLUVatQ,ZtZqfspZyNSDUUsnsANoEWoDXSZcJNI7G5OABL6QOX4,HOS103,True,HOS103 CLD,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Granvia Sud,41.34779542044428,2.1295932797792583,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS102-S02-01 BET00230042,qezVcKFQ65MbrtlOz1YnAHX0MlIcoW2cV3e3eXwW42w,47KDbxC9T-NJ76P2uPyY3sHpbOS7Chcg1Yj_GRL-hMM,HOS102,True,HOS102 Hotel Hesperia Tower,S02,CONTAMINACIÓN EXTERIOR,Distrito VI,Bellvitge,41.346379614959794,2.108638468040945,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS157-S02-01 BET00230040,kUo4f0tbykvMhJFdG6tQZabx05lpeUTVwWOC6O9heZk,mH7_pXoYbl2rjzg0uVuXELgPVdt2EzUc625hw4U1wRY,HOS157,True,HOS157 Tanat. L'Hospitalet Ronda,S02,CONTAMINACIÓN EXTERIOR,Distrito I,Centre,41.362582772859554,2.092157068041681,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS134-S02-01 BET00230041,EEFiSO24JgvwmDweJIQkPiOJ5GnVxNEe-H93vZEImx8,vZKEEwIagWDlDsiO_mehE27LJlnuXzcVkdNN90ZVgiA,HOS134,True,HOS134 Iglesia de la Florida,S02,CONTAMINACIÓN EXTERIOR,Distrito IV,La Florida,41.37080774309496,2.1094923201990894,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS104-S02-01 BET00230044,6dQkBlXOI2SMmBjU8spic1y5kcTYeBtq9f135XG8lls,i4GoMDk6Yp3NfM6_kqnTqxciNn9Q5FDh2D5lPsD25yM,HOS104,True,HOS104 Ara Vinc,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Granvia Sud,41.34864199688712,2.1278077410536884,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS137-S02-01 BET00230037,UYsRx__sUStrFG94NhIUcD5B0UFpvam8mxDMVFzb_DA,TNUBz9tGFoiM5602-ZzVhkzrYUHfnjZ-fq-25QQn3EA,HOS137,True,HOS137 C. A.Prytanis Hospitalet,S02,CONTAMINACIÓN EXTERIOR,Distrito III,Santa Eulàlia,41.36415236878068,2.1301074968772,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS523-S02-01 BET00240027,-La5byltZ5kMCNROYREZZGJOnZBGU7mEmYmrh-AJFKk,BZuku3t9auK9gTE39ypV9OrLNSJkypw0YUiUoFJ7llo,HOS523,True,HOS523,S02,CONTAMINACIÓN EXTERIOR,,,41.365428,2.108267,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS504-S02-01 BET00230059,dH94Wwq5kbyZEdy68wKoAhiYOvQbJqVz8lR0v_JkRmM,Q5Qt_KKm69aO3-P30ZwfB4eTjSzcD-p6STE9XKWFqjs,HOS504,True,HOS504,S02,CONTAMINACIÓN EXTERIOR,,,,,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_COORDS; MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS024-S02-01-BET00230039,4dWKC8LXRaLmSZTlg_gyFGQ3A4D3oI1WWughRwpsfxE,YsRmUCnyj-75rkciKp4PbYi1QAQ0I-3FA3ef3ugX8ds,HOS024,True,HOS024 Torre Barrina,S02,CONTAMINACIÓN EXTERIOR,Distrito II,Collblanc,41.37545179029178,2.117481366194221,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS503-S02-01 BET00230058,SUMbI7W8B0jiuCS1QNf0ZkJZFBPocE489oWvA7eezek,n_N_kgdEp_QgoPI2WqRpupGeKmLmsfEgg1pcbnBi-PE,HOS503,True,HOS503,S02,CONTAMINACIÓN EXTERIOR,,,41.36689,2.118188,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS508-S02-01 BET00230064,qIVyO45h-aJVQ3QLmmFPHMnAtLjh3zUHqUQl-KWfBuI,cgJLl5sony90Wiae9BRH1Z7RXiaD4ozs_Fp0W51fKQo,HOS508,True,HOS508,S02,CONTAMINACIÓN EXTERIOR,,,41.37274,2.11694,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS509-S02-01 BET00230065,LyVg7kadRmOZ2K-VKrEHC2lHTGHmOMJjM5QiQt87X-Y,Oy6yD3NOJxnxXxYDsUEGBVUUS098cJ_Gh0tZzvMjhCc,HOS509,True,HOS509,S02,CONTAMINACIÓN EXTERIOR,,,41.3618,2.12556,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS506-S02-01 BET00230062,NiXOWFNBroQQj5p0Tjw_aLXMAQ1EtTdrK7wLu-4OVss,_k0jFEdtc_nGvwA_gW49cv6UrSqMaljHTk2g_XcqLZ8,HOS506,True,HOS506,S02,CONTAMINACIÓN EXTERIOR,,,41.37478,2.11955,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS517-S02-01 BET00230148,9umPMhtfifPvfpOEn5cPOTS-iJyBtQ1D4DWLbdSY3WA,Xd14ZJbcRo3KSk5pI3qK7Si61RStN0JBq8i5_lQ36G0,HOS517,True,HOS517,S02,CONTAMINACIÓN EXTERIOR,,,41.36454,2.10921,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS522-S02-01 BET00230153,u7wF1a9-6RvK-tbL6PqC8DVSVT18P-kctlFcNeKK1tQ,-1Y_Xrfz_Qvrh2PNXtvTRapqC6-ZRhOYW_AMa7S2j4w,HOS522,True,HOS522,S02,CONTAMINACIÓN EXTERIOR,,,41.350412,2.11088,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
Deixalleria Municipal - HOS132-S02-01 BET00230060,QdDX1BQPhAse4-FwwRIRPaKooAxKR4WFqhqQNmkdanI,rGWuExd07r8kA2tYNn9ABG0N6En_Cd-Dq1Ae7IdAxuQ,HOS132,True,HOS132 Deixalleria Municipal,S02,CONTAMINACIÓN EXTERIOR,Distrito VI,Bellvitge,41.37426,2.10769,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,NO_DATA,
HOS513-S02-01 BET00230144,o8Xh6c-EtBytbrRTqFsPQTPEOdbVX8gI61q6M--2UYE,Hjl9G5Eoqluz2MaPl7zk0A3MoBEDvmmZ5UiIbQUQFfs,HOS513,True,HOS513,S02,CONTAMINACIÓN EXTERIOR,,,41.362672,2.10945,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS507-S02-01 BET00230063,J4rgJG_z25qd_ywkwz362rqOu3BkIsncJ9FX6gsCd0w,Cx4zlqTnhA3hLRo6onc5veVmiywaQAa9HYraTihnU_M,HOS507,True,HOS507,S02,CONTAMINACIÓN EXTERIOR,,,41.36952,2.12278,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS518-S02-01 BET00230149,UNbTeW2mi1gzPT3aUcpOncBaR75GoEwIP8xEpj0koDA,wSYponjelBW6y7LbItdcKrFlxbi6j88i3h7ggjE8zL0,HOS518,True,HOS518,S02,CONTAMINACIÓN EXTERIOR,,,41.37192,2.12299,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS512-S02-01 BET00230068,pHLQyCat9AtwvOYsEOORQe4AWkwKjVfyO01OYLhnUuc,EyLszEVkAqVwpVv-uKWo35m5jWrJ0AKgaIx7ab57Tlk,HOS512,True,HOS512,S02,CONTAMINACIÓN EXTERIOR,,,41.364348,2.12997,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS505-S02-01 BET00230061,qaHtYmGu9eY-xBgYPMIKzirhgN9eh5jqK-ayPZTOmQE,p3BKGtbm4aJWd88DW-oaBZ9ROdMINqkL0xLKZsL9lZ8,HOS505,True,HOS505,S02,CONTAMINACIÓN EXTERIOR,,,41.3752,2.10353,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS515-S02-01 BET00230146,0okSyxSJy3MehBYqwoyGMFhYbhAaIkhp1TT4Z-wacPI,QMXyYf8VH2uB1nhbpSE1FMi7ShNOJU0AbfR8RCHtgzY,HOS515,True,HOS515,S02,CONTAMINACIÓN EXTERIOR,,,41.35966,2.09923,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS511-S02-01 BET00230067,K9A42jogtrQYVxVwQXbILkVZ1fv3RxAjFeIqouZWTus,u7dSZZrXAMLkg3ebL3i3eFgupNOaO9Z1QCM717vQViE,HOS511,True,HOS511,S02,CONTAMINACIÓN EXTERIOR,,,41.366928,2.11251,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
HOS514-S02-01 BET00230145,UydHKvrYFf0yD83CW3u44QNIDSFxjdywBOuMfZRyKrI,V_MlARk2EEimYkStD12DdOdqQp1cpJSavSpZ4VmF9O8,HOS514,True,HOS514,S02,CONTAMINACIÓN EXTERIOR,,,41.37562,2.11614,VALID,,,,False,NOT_APPLICABLE,,NO_DATA,MISSING_DISTRICT; MISSING_NEIGHBORHOOD; NO_DATA,
